Дата	Отдел.Код	Товар.Код	Час	Количество	Сумма
22.02.2004	1	32435	17	1	
22.02.2004	1	32560	17	2	
22.02.2004	1	33338	17	1	
22.02.2004	1	52458	16	1	
22.02.2004	1	78981	13	1	
22.02.2004	1	82545	11	1	
22.02.2004	1	82548	19	3	
22.02.2004	1	82845	9	1	
22.02.2004	1	83667	10	1	
22.02.2004	1	83667	13	1	
23.02.2004	1	2290	14	1	
23.02.2004	1	2825	18	1	
23.02.2004	1	10648	19	1	
23.02.2004	1	11829	13	1	
23.02.2004	1	24061	14	1	
23.02.2004	1	28092	13	1	
23.02.2004	1	33338	13	1	
23.02.2004	1	41527	12	1	
23.02.2004	1	41527	13	1	
23.02.2004	1	57168	14	1	
23.02.2004	1	75406	14	1	
23.02.2004	1	83480	18	2	
24.02.2004	1	487	13	6	
24.02.2004	1	10648	19	2	
24.02.2004	1	20475	17	1	
24.02.2004	1	28092	14	1	
24.02.2004	1	28092	18	1	
24.02.2004	1	31054	20	1	
24.02.2004	1	32435	13	1	
24.02.2004	1	32436	12	1	
24.02.2004	1	32560	20	1	
24.02.2004	1	33068	14	1	
24.02.2004	1	43723	12	2	
24.02.2004	1	43723	19	1	
24.02.2004	1	45809	17	1	
24.02.2004	1	45816	12	1	
24.02.2004	1	52458	10	2	
24.02.2004	1	62773	12	1	
24.02.2004	1	71804	12	1	
24.02.2004	1	79017	15	5	
24.02.2004	1	79107	16	1	
24.02.2004	1	83480	18	2	
25.02.2004	1	28092	19	1	
25.02.2004	1	32435	16	2	
25.02.2004	1	32560	17	1	
25.02.2004	1	34687	15	1	
25.02.2004	1	43723	17	2	
25.02.2004	1	62773	17	1	
25.02.2004	1	65841	19	1	
25.02.2004	1	73817	17	1	
25.02.2004	1	82154	13	1	
25.02.2004	1	82154	17	1	
25.02.2004	1	82154	20	1	
25.02.2004	1	83768	14	1	
26.02.2004	1	28560	12	1	
26.02.2004	1	31050	14	1	
26.02.2004	1	31050	15	1	
26.02.2004	1	32560	15	1	
26.02.2004	1	33338	9	1	
26.02.2004	1	34687	16	1	
26.02.2004	1	62773	18	1	
26.02.2004	1	70282	10	1	
26.02.2004	1	79017	9	1	
26.02.2004	1	79017	12	2	
26.02.2004	1	83149	18	1	
27.02.2004	1	836	8	1	
27.02.2004	1	836	12	1	
27.02.2004	1	1151	17	1	
27.02.2004	1	10648	14	1	
27.02.2004	1	21269	18	1	
27.02.2004	1	28551	18	1	
27.02.2004	1	45804	8	1	
27.02.2004	1	45911	12	15	
27.02.2004	1	71804	16	1	
27.02.2004	1	71804	17	1	
27.02.2004	1	82545	18	1	
27.02.2004	1	82845	13	2	
27.02.2004	1	82845	18	2	
28.02.2004	1	1151	10	1	
28.02.2004	1	2290	18	1	
28.02.2004	1	21269	16	1	
28.02.2004	1	27498	18	4	
28.02.2004	1	31050	19	1	
28.02.2004	1	31054	13	1	
28.02.2004	1	32560	10	2	
28.02.2004	1	32560	19	2	
28.02.2004	1	33513	15	1	
28.02.2004	1	36259	14	1	
28.02.2004	1	36259	15	1	
28.02.2004	1	40358	15	1	
28.02.2004	1	45804	18	1	
28.02.2004	1	45911	12	5	
28.02.2004	1	71804	13	1	
28.02.2004	1	75406	19	1	
28.02.2004	1	79043	19	1	
28.02.2004	1	82545	11	1	
29.02.2004	1	828	12	1	
29.02.2004	1	31050	10	1	
29.02.2004	1	36259	17	1	
29.02.2004	1	45806	13	1	
29.02.2004	1	58040	12	1	
01.03.2004	1	828	19	1	
01.03.2004	1	1148	8	1	
01.03.2004	1	15955	14	1	
01.03.2004	1	31050	20	1	
01.03.2004	1	32560	16	1	
01.03.2004	1	32560	18	1	
01.03.2004	1	33340	8	1	
01.03.2004	1	33340	10	1	
01.03.2004	1	36259	19	1	
01.03.2004	1	40345	13	3	
01.03.2004	1	41527	18	1	
01.03.2004	1	71804	8	2	
01.03.2004	1	71804	15	1	
01.03.2004	1	71804	17	1	
01.03.2004	1	71804	19	1	
01.03.2004	1	82545	15	1	
02.03.2004	1	11834	9	1	
02.03.2004	1	21269	10	1	
02.03.2004	1	21269	16	1	
02.03.2004	1	28551	15	1	
02.03.2004	1	32560	10	1	
02.03.2004	1	32560	15	3	
02.03.2004	1	33340	10	1	
02.03.2004	1	33513	14	1	
02.03.2004	1	36259	17	1	
02.03.2004	1	36259	19	1	
02.03.2004	1	43723	14	2	
02.03.2004	1	45816	18	1	
02.03.2004	1	45816	19	1	
02.03.2004	1	75406	18	1	
02.03.2004	1	79043	10	1	
02.03.2004	1	79043	18	1	
02.03.2004	1	82845	20	2	
03.03.2004	1	2290	11	1	
03.03.2004	1	10256	9	1	
03.03.2004	1	11834	13	2	
03.03.2004	1	11834	17	1	
03.03.2004	1	21269	12	1	
03.03.2004	1	21269	20	1	
03.03.2004	1	45810	18	1	
03.03.2004	1	57168	14	1	
03.03.2004	1	57168	18	1	
03.03.2004	1	58040	10	1	
03.03.2004	1	62773	17	1	
03.03.2004	1	66647	18	1	
03.03.2004	1	69349	20	1	
03.03.2004	1	79107	15	1	
03.03.2004	1	82545	11	1	
03.03.2004	1	83794	15	2	
04.03.2004	1	2290	14	1	
04.03.2004	1	11829	20	10	
04.03.2004	1	27498	17	1	
04.03.2004	1	32273	16	1	
04.03.2004	1	32427	19	2	
04.03.2004	1	32436	15	1	
04.03.2004	1	32560	8	1	
04.03.2004	1	32560	14	1	
04.03.2004	1	43723	13	1	
04.03.2004	1	43723	17	1	
04.03.2004	1	57168	9	1	
04.03.2004	1	82545	8	1	
04.03.2004	1	82545	10	1	
04.03.2004	1	82845	11	1	
04.03.2004	1	82845	14	1	
04.03.2004	1	82845	18	2	
05.03.2004	1	828	18	3	
05.03.2004	1	828	20	1	
05.03.2004	1	13840	18	2	
05.03.2004	1	20530	12	1	
05.03.2004	1	32275	19	1	
05.03.2004	1	32435	9	1	
05.03.2004	1	38453	19	1	
05.03.2004	1	45809	18	1	
05.03.2004	1	79043	18	1	
05.03.2004	1	82545	16	1	
05.03.2004	1	83563	14	1	
06.03.2004	1	25445	19	1	
06.03.2004	1	31050	12	1	
06.03.2004	1	36259	13	1	
06.03.2004	1	45810	13	1	
06.03.2004	1	58592	17	1	
06.03.2004	1	71804	18	1	
06.03.2004	1	78981	18	1	
06.03.2004	1	82545	13	1	
06.03.2004	1	82548	18	2	
06.03.2004	1	83563	10	1	
06.03.2004	1	83563	18	1	
06.03.2004	1	83768	12	1	
07.03.2004	1	487	11	6	
07.03.2004	1	31050	15	1	
07.03.2004	1	32270	18	1	
07.03.2004	1	32438	17	1	
07.03.2004	1	33340	11	1	
07.03.2004	1	36259	9	1	
07.03.2004	1	57168	13	1	
08.03.2004	1	487	10	1	
08.03.2004	1	10648	12	2	
08.03.2004	1	12017	13	1	
08.03.2004	1	20475	19	1	
08.03.2004	1	33461	12	1	
08.03.2004	1	36259	18	1	
08.03.2004	1	79043	11	1	
08.03.2004	1	82545	11	1	
08.03.2004	1	83480	17	3	
09.03.2004	1	11292	16	2	
09.03.2004	1	11834	11	2	
09.03.2004	1	21269	17	1	
09.03.2004	1	21270	17	1	
09.03.2004	1	32560	12	1	
09.03.2004	1	32560	16	2	
09.03.2004	1	33068	16	1	
09.03.2004	1	33513	12	1	
09.03.2004	1	36259	20	1	
09.03.2004	1	43723	10	1	
09.03.2004	1	65841	12	1	
09.03.2004	1	71804	19	1	
09.03.2004	1	73817	18	1	
09.03.2004	1	74841	18	1	
09.03.2004	1	79043	12	1	
09.03.2004	1	82845	18	2	
09.03.2004	1	83149	13	1	
09.03.2004	1	83149	17	1	
09.03.2004	1	83215	13	1	
09.03.2004	1	83563	14	1	
09.03.2004	1	83563	20	1	
10.03.2004	1	1151	10	1	
10.03.2004	1	11292	18	1	
10.03.2004	1	20475	20	1	
10.03.2004	1	21269	18	1	
10.03.2004	1	32560	10	1	
10.03.2004	1	32560	13	2	
10.03.2004	1	33461	17	1	
10.03.2004	1	38453	17	1	
10.03.2004	1	40345	19	1	
10.03.2004	1	43723	11	2	
10.03.2004	1	43723	18	1	
10.03.2004	1	58592	17	1	
10.03.2004	1	62773	18	1	
10.03.2004	1	71804	17	2	
10.03.2004	1	83149	19	1	
10.03.2004	1	83215	13	1	
10.03.2004	1	83563	12	1	
10.03.2004	1	83768	10	1	
10.03.2004	1	83794	17	1	
11.03.2004	1	11834	18	1	
11.03.2004	1	20475	12	1	
11.03.2004	1	21269	18	1	
11.03.2004	1	24909	20	1	
11.03.2004	1	24910	17	2	
11.03.2004	1	24910	20	2	
11.03.2004	1	28092	18	1	
11.03.2004	1	31050	17	1	
11.03.2004	1	31050	20	1	
11.03.2004	1	32436	16	1	
11.03.2004	1	52458	11	1	
11.03.2004	1	52458	17	1	
11.03.2004	1	56777	19	1	
11.03.2004	1	71804	18	1	
11.03.2004	1	79043	11	1	
11.03.2004	1	82845	19	2	
11.03.2004	1	83149	12	1	
11.03.2004	1	83768	15	1	
11.03.2004	1	83794	13	2	
12.03.2004	1	487	9	3	
12.03.2004	1	828	11	1	
12.03.2004	1	11292	14	1	
12.03.2004	1	11834	9	1	
12.03.2004	1	11834	12	1	
12.03.2004	1	11834	13	1	
12.03.2004	1	11834	18	1	
12.03.2004	1	21269	20	1	
12.03.2004	1	24061	17	1	
12.03.2004	1	28560	19	1	
12.03.2004	1	32560	10	1	
12.03.2004	1	33461	15	1	
12.03.2004	1	36259	12	1	
12.03.2004	1	41527	13	1	
12.03.2004	1	52458	17	1	
12.03.2004	1	56777	15	1	
12.03.2004	1	58040	10	1	
12.03.2004	1	62773	20	1	
12.03.2004	1	69349	14	1	
12.03.2004	1	71804	9	3	
12.03.2004	1	71804	13	3	
12.03.2004	1	78981	14	1	
12.03.2004	1	79043	18	2	
13.03.2004	1	828	17	1	
13.03.2004	1	11834	16	1	
13.03.2004	1	12017	13	1	
13.03.2004	1	20529	11	1	
13.03.2004	1	20529	18	1	
13.03.2004	1	28092	14	1	
13.03.2004	1	32435	19	1	
13.03.2004	1	32560	17	1	
13.03.2004	1	33068	12	1	
13.03.2004	1	36259	12	1	
13.03.2004	1	43723	11	2	
13.03.2004	1	51407	14	1	
13.03.2004	1	51407	18	1	
13.03.2004	1	65841	19	1	
13.03.2004	1	66644	19	1	
13.03.2004	1	66647	10	1	
13.03.2004	1	71804	9	1	
14.03.2004	1	20011	9	2	
14.03.2004	1	20475	13	1	
14.03.2004	1	20475	16	1	
14.03.2004	1	31050	9	1	
14.03.2004	1	33340	12	1	
14.03.2004	1	36259	17	1	
14.03.2004	1	70282	10	1	
14.03.2004	1	73817	16	4	
14.03.2004	1	75406	9	1	
14.03.2004	1	78981	16	1	
14.03.2004	1	83215	19	1	
14.03.2004	1	83454	13	1	
14.03.2004	1	83563	13	1	
15.03.2004	1	20529	10	1	
15.03.2004	1	21269	11	1	
15.03.2004	1	24909	16	1	
15.03.2004	1	31050	13	1	
15.03.2004	1	33340	15	1	
15.03.2004	1	36259	11	1	
15.03.2004	1	43723	12	1	
15.03.2004	1	45816	11	1	
15.03.2004	1	45816	19	1	
15.03.2004	1	45911	18	2	
15.03.2004	1	52458	18	2	
15.03.2004	1	71804	15	1	
15.03.2004	1	75406	17	1	
15.03.2004	1	83383	11	1	
15.03.2004	1	83480	11	2	
15.03.2004	1	83480	16	3	
16.03.2004	1	2291	18	1	
16.03.2004	1	11292	11	1	
16.03.2004	1	15955	13	1	
16.03.2004	1	21269	12	1	
16.03.2004	1	28092	16	1	
16.03.2004	1	28092	19	1	
16.03.2004	1	33050	20	1	
16.03.2004	1	33704	10	1	
16.03.2004	1	34687	10	1	
16.03.2004	1	45804	18	1	
16.03.2004	1	52458	12	1	
16.03.2004	1	75406	16	1	
16.03.2004	1	79043	13	1	
17.03.2004	1	487	12	2	
17.03.2004	1	828	17	1	
17.03.2004	1	846	11	1	
17.03.2004	1	849	20	1	
17.03.2004	1	1145	13	1	
17.03.2004	1	2291	17	1	
17.03.2004	1	32427	17	1	
17.03.2004	1	32560	17	2	
17.03.2004	1	36259	12	1	
17.03.2004	1	36259	19	1	
17.03.2004	1	43723	12	2	
17.03.2004	1	43723	13	1	
17.03.2004	1	52458	19	1	
17.03.2004	1	56777	16	2	
17.03.2004	1	58592	13	1	
17.03.2004	1	75406	9	1	
17.03.2004	1	83215	17	1	
17.03.2004	1	83768	12	1	
17.03.2004	1	83768	19	1	
18.03.2004	1	10256	17	1	
18.03.2004	1	27498	18	1	
18.03.2004	1	27498	20	1	
18.03.2004	1	31050	13	1	
18.03.2004	1	31050	14	1	
18.03.2004	1	31050	17	1	
18.03.2004	1	36259	14	1	
18.03.2004	1	36259	17	1	
18.03.2004	1	45810	17	1	
18.03.2004	1	52458	16	1	
18.03.2004	1	54311	18	1	
18.03.2004	1	82845	19	2	
18.03.2004	1	83149	13	1	
18.03.2004	1	83454	18	1	
18.03.2004	1	83563	19	1	
19.03.2004	1	12007	17	2	
19.03.2004	1	27498	17	1	
19.03.2004	1	32270	18	1	
19.03.2004	1	32560	20	1	
19.03.2004	1	36259	10	1	
19.03.2004	1	45911	12	3	
19.03.2004	1	45911	16	6	
19.03.2004	1	65840	20	1	
19.03.2004	1	71804	17	1	
19.03.2004	1	83215	17	1	
20.03.2004	1	2290	16	1	
20.03.2004	1	11834	14	1	
20.03.2004	1	24061	15	1	
20.03.2004	1	31050	15	1	
20.03.2004	1	33537	18	2	
20.03.2004	1	34687	10	1	
20.03.2004	1	36259	11	1	
20.03.2004	1	36259	14	1	
20.03.2004	1	36259	19	1	
20.03.2004	1	71804	16	1	
20.03.2004	1	79107	10	1	
21.03.2004	1	27498	14	1	
21.03.2004	1	36259	12	1	
21.03.2004	1	43699	12	1	
21.03.2004	1	45810	13	1	
21.03.2004	1	45911	14	3	
21.03.2004	1	83149	11	1	
21.03.2004	1	83480	12	4	
21.03.2004	1	83563	13	1	
22.03.2004	1	1145	12	1	
22.03.2004	1	10650	17	3	
22.03.2004	1	11292	18	1	
22.03.2004	1	13840	10	1	
22.03.2004	1	19709	16	1	
22.03.2004	1	31050	17	1	
22.03.2004	1	32560	14	3	
22.03.2004	1	33036	18	1	
22.03.2004	1	36259	19	1	
22.03.2004	1	40345	18	1	
22.03.2004	1	41527	18	1	
22.03.2004	1	41528	19	1	
22.03.2004	1	57168	10	1	
22.03.2004	1	57168	12	1	
22.03.2004	1	66005	18	1	
22.03.2004	1	66642	18	1	
22.03.2004	1	83563	14	1	
23.03.2004	1	828	15	1	
23.03.2004	1	10648	17	1	
23.03.2004	1	11834	11	1	
23.03.2004	1	11834	13	1	
23.03.2004	1	11834	18	1	
23.03.2004	1	28092	18	1	
23.03.2004	1	28092	19	1	
23.03.2004	1	31050	14	1	
23.03.2004	1	32427	19	1	
23.03.2004	1	32435	18	1	
23.03.2004	1	33068	18	1	
23.03.2004	1	36259	13	1	
23.03.2004	1	36259	14	1	
23.03.2004	1	36259	19	1	
23.03.2004	1	52458	12	1	
23.03.2004	1	82545	17	1	
23.03.2004	1	83149	12	1	
23.03.2004	1	83149	17	1	
23.03.2004	1	83768	15	1	
24.03.2004	1	11834	11	1	
24.03.2004	1	32560	11	3	
24.03.2004	1	36259	9	1	
24.03.2004	1	36259	16	1	
24.03.2004	1	65841	19	1	
24.03.2004	1	71804	19	3	
24.03.2004	1	72057	18	2	
24.03.2004	1	78981	19	1	
24.03.2004	1	79052	11	3	
24.03.2004	1	82545	14	1	
25.03.2004	1	828	17	1	
25.03.2004	1	849	19	1	
25.03.2004	1	1138	15	1	
25.03.2004	1	11834	17	1	
25.03.2004	1	11834	19	1	
25.03.2004	1	32560	17	2	
25.03.2004	1	32560	19	2	
25.03.2004	1	36259	13	1	
25.03.2004	1	36259	15	1	
25.03.2004	1	51407	19	1	
25.03.2004	1	58592	9	1	
25.03.2004	1	71804	19	1	
26.03.2004	1	828	17	1	
26.03.2004	1	11834	14	1	
26.03.2004	1	21269	13	1	
26.03.2004	1	21269	15	1	
26.03.2004	1	31050	17	1	
26.03.2004	1	33448	15	1	
26.03.2004	1	34687	10	1	
26.03.2004	1	45911	14	2	
26.03.2004	1	45911	17	3	
26.03.2004	1	52458	18	1	
26.03.2004	1	58040	11	1	
26.03.2004	1	71804	15	1	
27.03.2004	1	11292	11	1	
27.03.2004	1	20475	16	1	
27.03.2004	1	33537	18	1	
27.03.2004	1	34687	16	1	
27.03.2004	1	38453	13	1	
27.03.2004	1	45807	19	1	
28.03.2004	1	20475	12	1	
28.03.2004	1	27490	12	1	
28.03.2004	1	32273	19	1	
28.03.2004	1	32427	13	1	
28.03.2004	1	34687	12	1	
28.03.2004	1	54311	13	1	
28.03.2004	1	65840	10	1	
28.03.2004	1	65840	19	1	
28.03.2004	1	75406	18	1	
28.03.2004	1	82545	11	1	
29.03.2004	1	828	10	1	
29.03.2004	1	828	16	1	
29.03.2004	1	24909	20	1	
29.03.2004	1	27498	12	1	
29.03.2004	1	28092	18	1	
29.03.2004	1	52458	12	1	
29.03.2004	1	71804	11	2	
29.03.2004	1	82154	19	1	
29.03.2004	1	82545	13	1	
29.03.2004	1	83215	20	1	
30.03.2004	1	828	18	1	
30.03.2004	1	10256	16	1	
30.03.2004	1	11834	12	1	
30.03.2004	1	11834	20	1	
30.03.2004	1	32560	16	2	
30.03.2004	1	33537	16	1	
30.03.2004	1	36259	15	1	
30.03.2004	1	40345	17	1	
30.03.2004	1	45448	20	1	
30.03.2004	1	52458	13	1	
30.03.2004	1	71804	17	2	
30.03.2004	1	79107	20	1	
31.03.2004	1	2291	19	1	
31.03.2004	1	2815	17	1	
31.03.2004	1	11834	17	1	
31.03.2004	1	11834	18	1	
31.03.2004	1	11834	20	1	
31.03.2004	1	28092	18	1	
31.03.2004	1	31050	14	1	
31.03.2004	1	32560	14	2	
31.03.2004	1	36259	10	1	
31.03.2004	1	36259	17	1	
31.03.2004	1	57168	19	1	
31.03.2004	1	58592	12	1	
31.03.2004	1	75406	15	1	
31.03.2004	1	78983	15	1	
31.03.2004	1	79052	15	4	
31.03.2004	1	82545	19	1	
01.04.2004	1	828	14	1	
01.04.2004	1	846	15	1	
01.04.2004	1	11834	13	1	
01.04.2004	1	20475	20	1	
01.04.2004	1	32427	19	1	
01.04.2004	1	33537	18	2	
01.04.2004	1	36259	11	2	
01.04.2004	1	45810	17	1	
01.04.2004	1	52458	12	1	
01.04.2004	1	71804	15	1	
01.04.2004	1	71804	19	1	
01.04.2004	1	75406	16	1	
01.04.2004	1	82545	15	1	
01.04.2004	1	83454	18	1	
01.04.2004	1	83768	12	2	
01.04.2004	2	11834	17	1	
01.04.2004	2	24061	19	1	
01.04.2004	2	27498	19	1	
01.04.2004	2	28092	11	1	
01.04.2004	2	31050	17	1	
01.04.2004	2	32427	15	1	
01.04.2004	2	32560	18	1	
01.04.2004	2	82545	18	1	
02.04.2004	1	11834	12	1	
02.04.2004	1	21269	9	1	
02.04.2004	1	25445	19	1	
02.04.2004	1	33537	14	10	
02.04.2004	1	38453	15	1	
02.04.2004	1	40345	18	1	
02.04.2004	1	41527	11	1	
02.04.2004	1	45804	10	2	
02.04.2004	1	45804	15	1	
02.04.2004	1	45810	20	1	
02.04.2004	1	45816	16	1	
02.04.2004	1	51407	12	1	
02.04.2004	1	52458	12	1	
02.04.2004	1	58592	18	1	
02.04.2004	1	82548	14	1	
02.04.2004	1	83149	16	1	
02.04.2004	1	83454	18	1	
02.04.2004	2	20475	19	1	
02.04.2004	2	21269	16	1	
02.04.2004	2	75407	19	1	
02.04.2004	2	79107	14	1	
02.04.2004	2	83149	14	1	
02.04.2004	2	83149	20	1	
03.04.2004	1	11846	19	5	
03.04.2004	1	21269	11	1	
03.04.2004	1	31050	19	1	
03.04.2004	1	32560	17	2	
03.04.2004	1	32560	20	2	
03.04.2004	1	33340	13	1	
03.04.2004	1	71804	18	2	
03.04.2004	1	82545	13	1	
03.04.2004	1	82616	13	1	
03.04.2004	1	83215	9	1	
03.04.2004	1	83480	19	6	
03.04.2004	1	83768	11	1	
03.04.2004	2	2290	14	1	
03.04.2004	2	2290	15	1	
03.04.2004	2	11834	18	2	
03.04.2004	2	12007	12	1	
03.04.2004	2	13840	17	2	
03.04.2004	2	20011	12	1	
03.04.2004	2	24061	13	1	
03.04.2004	2	28092	13	1	
03.04.2004	2	31050	19	1	
03.04.2004	2	31636	16	1	
03.04.2004	2	32427	19	1	
03.04.2004	2	33068	18	1	
03.04.2004	2	36259	12	1	
03.04.2004	2	66647	12	1	
03.04.2004	2	75407	20	1	
03.04.2004	2	82545	12	1	
04.04.2004	1	2291	18	1	
04.04.2004	1	24061	17	1	
04.04.2004	1	28092	17	1	
04.04.2004	1	32560	16	1	
04.04.2004	1	36259	12	1	
04.04.2004	1	40358	14	1	
04.04.2004	1	45816	14	1	
04.04.2004	1	70286	17	1	
04.04.2004	1	79052	11	2	
04.04.2004	1	82545	15	1	
04.04.2004	1	83383	14	1	
04.04.2004	1	83768	12	1	
04.04.2004	1	83768	17	1	
04.04.2004	2	11834	12	1	
04.04.2004	2	24061	17	1	
04.04.2004	2	32560	12	1	
04.04.2004	2	33338	20	1	
04.04.2004	2	57168	11	1	
04.04.2004	2	57168	14	1	
04.04.2004	2	57168	20	1	
04.04.2004	2	57923	15	1	
05.04.2004	1	1151	20	1	
05.04.2004	1	2290	9	1	
05.04.2004	1	2291	19	1	
05.04.2004	1	11308	19	1	
05.04.2004	1	13840	16	1	
05.04.2004	1	20475	18	1	
05.04.2004	1	20529	17	1	
05.04.2004	1	21269	9	1	
05.04.2004	1	21269	20	1	
05.04.2004	1	24910	15	1	
05.04.2004	1	25445	13	1	
05.04.2004	1	32560	15	2	
05.04.2004	1	32560	20	1	
05.04.2004	1	33340	18	1	
05.04.2004	1	33340	20	1	
05.04.2004	1	33537	18	1	
05.04.2004	1	36259	13	1	
05.04.2004	1	40358	11	1	
05.04.2004	1	40358	20	1	
05.04.2004	1	43699	11	2	
05.04.2004	1	45809	10	1	
05.04.2004	1	51407	14	1	
05.04.2004	1	57922	18	1	
05.04.2004	1	58040	12	1	
05.04.2004	1	71804	13	1	
05.04.2004	1	78981	20	1	
05.04.2004	1	79052	12	1	
05.04.2004	1	82545	11	1	
05.04.2004	2	828	16	1	
05.04.2004	2	10350	21	1	
05.04.2004	2	28092	15	1	
05.04.2004	2	31050	9	1	
05.04.2004	2	32560	18	1	
05.04.2004	2	54311	20	1	
05.04.2004	2	57168	18	1	
05.04.2004	2	71804	14	2	
05.04.2004	2	75406	17	1	
06.04.2004	1	1145	11	1	
06.04.2004	1	1145	16	2	
06.04.2004	1	2815	13	1	
06.04.2004	1	10648	17	1	
06.04.2004	1	11824	18	1	
06.04.2004	1	11931	16	1	
06.04.2004	1	27490	10	1	
06.04.2004	1	32427	10	1	
06.04.2004	1	32435	11	1	
06.04.2004	1	32560	10	2	
06.04.2004	1	36259	16	1	
06.04.2004	1	52458	18	1	
06.04.2004	1	56777	14	1	
06.04.2004	1	57168	11	1	
06.04.2004	1	66642	16	1	
06.04.2004	1	70282	16	1	
06.04.2004	1	73817	10	1	
06.04.2004	1	82545	11	3	
06.04.2004	2	828	14	1	
06.04.2004	2	12007	11	1	
06.04.2004	2	15955	12	1	
06.04.2004	2	27490	14	1	
06.04.2004	2	27490	20	1	
06.04.2004	2	31054	18	1	
06.04.2004	2	31054	19	1	
06.04.2004	2	32273	14	1	
06.04.2004	2	32560	17	2	
06.04.2004	2	32560	19	1	
06.04.2004	2	33338	20	1	
06.04.2004	2	33449	12	1	
06.04.2004	2	33530	19	2	
06.04.2004	2	36259	19	1	
06.04.2004	2	62773	18	1	
06.04.2004	2	79038	18	1	
06.04.2004	2	79038	19	4	
06.04.2004	2	82545	13	1	
07.04.2004	1	11308	18	1	
07.04.2004	1	11824	18	1	
07.04.2004	1	27490	18	1	
07.04.2004	1	28092	14	1	
07.04.2004	1	32560	18	1	
07.04.2004	1	33340	20	1	
07.04.2004	1	36259	19	1	
07.04.2004	1	41528	12	1	
07.04.2004	1	71804	15	1	
07.04.2004	1	83149	9	1	
07.04.2004	2	13840	20	1	
07.04.2004	2	28092	15	1	
07.04.2004	2	32435	20	1	
07.04.2004	2	32560	19	1	
07.04.2004	2	33038	18	1	
07.04.2004	2	33442	14	1	
07.04.2004	2	33449	21	1	
07.04.2004	2	33530	14	1	
07.04.2004	2	33530	21	1	
07.04.2004	2	79107	19	1	
08.04.2004	1	2815	12	1	
08.04.2004	1	28092	18	1	
08.04.2004	1	31050	11	1	
08.04.2004	1	32585	13	1	
08.04.2004	1	33448	11	1	
08.04.2004	1	34687	13	1	
08.04.2004	1	36259	18	1	
08.04.2004	1	40358	14	1	
08.04.2004	1	43699	13	1	
08.04.2004	1	43699	17	2	
08.04.2004	1	56777	12	1	
08.04.2004	1	58590	18	1	
08.04.2004	1	71804	13	1	
08.04.2004	1	82545	10	1	
08.04.2004	2	2289	15	1	
08.04.2004	2	25445	17	1	
08.04.2004	2	28092	17	1	
08.04.2004	2	28558	20	1	
08.04.2004	2	32273	21	1	
08.04.2004	2	32427	14	1	
08.04.2004	2	33037	16	1	
08.04.2004	2	33068	11	2	
08.04.2004	2	33338	16	1	
08.04.2004	2	33338	17	1	
08.04.2004	2	36259	12	1	
08.04.2004	2	36259	21	1	
08.04.2004	2	38453	20	1	
08.04.2004	2	75406	17	1	
09.04.2004	1	487	17	1	
09.04.2004	1	828	17	2	
09.04.2004	1	11834	19	1	
09.04.2004	1	20475	20	1	
09.04.2004	1	20529	11	1	
09.04.2004	1	20529	20	1	
09.04.2004	1	21269	18	1	
09.04.2004	1	28558	11	2	
09.04.2004	1	31050	12	1	
09.04.2004	1	31050	18	1	
09.04.2004	1	32438	19	1	
09.04.2004	1	33448	14	1	
09.04.2004	1	33537	15	1	
09.04.2004	1	34687	10	1	
09.04.2004	1	36259	12	1	
09.04.2004	1	36259	13	1	
09.04.2004	1	36259	19	1	
09.04.2004	1	43699	18	3	
09.04.2004	1	45448	13	1	
09.04.2004	1	45450	13	1	
09.04.2004	1	45810	15	1	
09.04.2004	1	78981	16	1	
09.04.2004	1	82545	16	1	
09.04.2004	1	83149	18	1	
09.04.2004	2	828	13	1	
09.04.2004	2	31050	17	1	
09.04.2004	2	32435	12	1	
09.04.2004	2	33340	17	1	
09.04.2004	2	36259	21	1	
09.04.2004	2	40349	12	1	
09.04.2004	2	42879	21	1	
09.04.2004	2	43699	20	2	
09.04.2004	2	51407	13	1	
09.04.2004	2	71804	21	1	
10.04.2004	1	11824	13	1	
10.04.2004	1	21269	13	1	
10.04.2004	1	21269	18	1	
10.04.2004	1	28092	16	1	
10.04.2004	1	32427	11	1	
10.04.2004	1	32585	17	2	
10.04.2004	1	32585	18	1	
10.04.2004	1	33340	13	1	
10.04.2004	1	33340	17	1	
10.04.2004	1	33448	19	2	
10.04.2004	1	36259	13	1	
10.04.2004	1	36259	14	1	
10.04.2004	1	52458	12	2	
10.04.2004	1	54311	16	1	
10.04.2004	1	65841	20	1	
10.04.2004	2	848	17	2	
10.04.2004	2	10350	15	1	
10.04.2004	2	20011	11	1	
10.04.2004	2	21269	20	1	
10.04.2004	2	31050	13	1	
10.04.2004	2	32560	13	1	
10.04.2004	2	36259	10	1	
10.04.2004	2	41527	21	1	
10.04.2004	2	43699	14	1	
10.04.2004	2	51407	16	1	
10.04.2004	2	71804	14	2	
11.04.2004	1	20475	12	1	
11.04.2004	1	33537	14	1	
11.04.2004	1	38453	14	1	
11.04.2004	1	41527	13	1	
11.04.2004	1	65840	12	1	
11.04.2004	1	71804	13	1	
11.04.2004	1	82548	14	1	
11.04.2004	1	82845	10	2	
11.04.2004	1	83454	19	1	
11.04.2004	2	10256	11	1	
11.04.2004	2	10256	12	1	
11.04.2004	2	13840	13	1	
11.04.2004	2	21269	20	1	
12.04.2004	1	11824	17	1	
