Код заявки	Дата выдачи	Возраст	Заемщик.Пол	СемейноеПоложение	Иждивенцы	Образование	Вид деятельности	Стаж	Стаж общий	"Белый" доход	Месячный доход, руб.	Сумма кредита, тыс. руб.	Месячный платеж, руб.	Просрочек свыше 60 дн.
791	26.12.2005	26	М	Холост (незамужем)	0	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	да	8815	120	2561	0
792	26.12.2005	28	Ж	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	16619	183	4064	0
793	26.12.2005	33	Ж	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	20320	198	6841	0
794	26.12.2005	33	Ж	Холост (незамужем)	1-2	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	11591	159	3493	0
795	27.12.2005	32	М	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	21485	195	4349	0
796	27.12.2005	30	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	19155	127	4205	0
797	27.12.2005	30	М	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	7898	152	3539	0
798	27.12.2005	28	М	Женат (замужем)	1-2	Высшее	Собственное дело	От 1 до 3 лет	От 1 до 3 лет	нет	19155	177	3900	0
799	27.12.2005	41	М	Другое	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	12070	202	4398	0
800	30.12.2005	32	М	Женат (замужем)	0	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	17724	187	7177	0
801	30.12.2005	32	М	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	17296	134	4365	0
802	30.12.2005	34	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 3 до 5 лет	От 3 до 5 лет	нет	11265	102	3364	0
803	30.12.2005	41	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	От 1 до 3 лет	нет	25417	136	3714	0
804	30.12.2005	46	Ж	Женат (замужем)	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	7453	164	3645	0
805	30.12.2005	32	М	Холост (незамужем)	0	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	19909	187	6174	0
806	30.12.2005	27	Ж	Женат (замужем)	1-2	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	да	7821	162	3737	0
807	31.12.2005	43	Ж	Другое	0	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	11659	161	5472	0
808	31.12.2005	35	Ж	Другое	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	9749	117	3879	0
809	31.12.2005	54	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	19215	290	6324	0
810	31.12.2005	34	М	Другое	1-2	Среднее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	17939	104	3422	0
811	31.12.2005	26	Ж	Холост (незамужем)	0	Среднее	Наемный работник	менее 1 года	От 1 до 3 лет	да	8584	120	4049	1
812	31.12.2005	27	Ж	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	От 3 до 5 лет	нет	18341	151	3218	0
813	31.12.2005	34	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	21622	283	7572	0
814	31.12.2005	26	М	Женат (замужем)	0	Высшее	Наемный работник	От 1 до 3 лет	От 3 до 5 лет	да	11753	257	5723	0
815	31.12.2005	48	Ж	Другое	0	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	28827	158	5486	0
816	01.01.2006	23	М	Холост (незамужем)	0	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	нет	15994	163	5490	0
817	01.01.2006	24	Ж	Женат (замужем)	0	Высшее	Наемный работник	От 1 до 3 лет	От 3 до 5 лет	да	6896	106	2298	0
818	01.01.2006	43	М	Женат (замужем)	1-2	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	нет	25589	146	5051	0
819	01.01.2006	24	М	Женат (замужем)	0	Высшее	Наемный работник	От 1 до 3 лет	От 1 до 3 лет	нет	11274	130	4396	1
820	01.01.2006	33	М	Женат (замужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	19189	124	2695	0
821	02.01.2006	29	М	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	От 3 до 5 лет	нет	23558	191	6322	0
822	02.01.2006	37	М	Женат (замужем)	0	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	нет	12182	145	4820	1
823	03.01.2006	30	М	Женат (замужем)	1-2	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	12182	163	3625	0
824	03.01.2006	25	М	Женат (замужем)	1-2	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	нет	32399	171	3773	1
825	03.01.2006	24	Ж	Другое	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	16671	162	3565	0
826	03.01.2006	21	Ж	Холост (незамужем)	0	Среднее	Наемный работник	От 1 до 3 лет	От 1 до 3 лет	нет	15060	172	3824	0
827	03.01.2006	39	М	Женат (замужем)	1-2	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	да	11154	164	3787	0
828	03.01.2006	42	М	Женат (замужем)	3 и более	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	4806	103	2289	0
829	03.01.2006	39	М	Женат (замужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	20911	111	3760	0
830	07.01.2006	32	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	12773	111	2424	0
831	07.01.2006	39	М	Другое	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	15120	107	3632	0
832	07.01.2006	25	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	От 1 до 3 лет	да	10289	167	3857	0
833	07.01.2006	45	Ж	Холост (незамужем)	0	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	18658	101	3443	0
834	07.01.2006	25	Ж	Холост (незамужем)	0	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	9620	80	1830	0
835	08.01.2006	47	Ж	Другое	1-2	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	16174	256	6038	1
836	08.01.2006	28	М	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	22445	224	7300	0
837	08.01.2006	41	Ж	Женат (замужем)	1-2	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	нет	9620	107	3490	0
838	08.01.2006	22	Ж	Холост (незамужем)	0	Высшее	Наемный работник	От 3 до 5 лет	От 3 до 5 лет	нет	10263	183	4031	0
839	08.01.2006	36	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	19232	138	4550	0
840	08.01.2006	27	М	Женат (замужем)	0	Высшее	Собственное дело	менее 1 года	Свыше 5 лет	нет	34626	182	6016	0
841	08.01.2006	39	Ж	Женат (замужем)	1-2	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	20457	135	4449	0
842	08.01.2006	44	М	Другое	1-2	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	13852	186	3948	0
843	09.01.2006	35	М	Женат (замужем)	1-2	Высшее	Собственное дело	От 1 до 3 лет	Свыше 5 лет	нет	13792	99	3257	0
844	09.01.2006	27	Ж	Холост (незамужем)	1-2	Высшее	Собственное дело	менее 1 года	От 1 до 3 лет	да	33684	257	8496	0
845	09.01.2006	30	М	Холост (незамужем)	0	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	20877	136	3530	0
846	09.01.2006	41	Ж	Другое	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	13715	148	3250	1
847	10.01.2006	26	Ж	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	От 1 до 3 лет	да	24706	175	5736	0
848	10.01.2006	29	Ж	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	23104	211	4651	0
849	10.01.2006	44	Ж	Холост (незамужем)	0	Высшее	Наемный работник	менее 1 года	Менее 1 года	нет	8018	92	3030	1
850	10.01.2006	50	М	Женат (замужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	46885	296	14177	0
851	10.01.2006	31	М	Женат (замужем)	1-2	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	нет	9946	113	3826	0
852	13.01.2006	27	Ж	Холост (незамужем)	0	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	16534	123	4020	0
853	13.01.2006	30	М	Другое	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	14401	102	3332	0
854	13.01.2006	29	Ж	Другое	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	32039	223	7734	0
855	13.01.2006	25	М	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	От 1 до 3 лет	да	16876	173	3772	0
856	13.01.2006	37	Ж	Женат (замужем)	1-2	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	19112	154	5098	1
857	14.01.2006	37	М	Холост (незамужем)	0	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	да	24329	194	4372	0
858	14.01.2006	41	М	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	45618	180	5958	0
859	14.01.2006	36	Ж	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	32185	214	6980	0
860	14.01.2006	37	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	17707	219	4876	0
861	14.01.2006	57	М	Другое	0	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	17382	143	6845	0
862	14.01.2006	39	М	Женат (замужем)	1-2	Среднее	Собственное дело	От 1 до 3 лет	Свыше 5 лет	нет	19601	161	3587	0
863	14.01.2006	38	М	Другое	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	19189	225	7435	1
864	15.01.2006	35	М	Холост (незамужем)	1-2	Среднее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	24107	133	4348	0
865	15.01.2006	24	Ж	Женат (замужем)	1-2	Среднее	Наемный работник	От 3 до 5 лет	От 3 до 5 лет	да	2536	94	2099	0
866	15.01.2006	27	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	От 3 до 5 лет	да	11891	96	3119	0
867	15.01.2006	32	М	Женат (замужем)	0	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	24432	235	5183	0
868	15.01.2006	36	М	Женат (замужем)	1-2	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	да	11274	133	4434	0
869	15.01.2006	25	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	От 1 до 3 лет	нет	12190	133	4611	0
870	16.01.2006	28	М	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	27765	207	9948	0
871	16.01.2006	25	Ж	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	24107	154	3511	1
872	16.01.2006	49	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	15334	218	4648	0
873	16.01.2006	52	Ж	Женат (замужем)	0	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	да	13424	184	4240	0
874	16.01.2006	27	М	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	11248	128	4462	0
875	16.01.2006	33	Ж	Другое	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	19284	119	2640	0
876	16.01.2006	33	Ж	Другое	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	11248	134	2925	0
877	16.01.2006	30	М	Другое	0	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	да	12533	148	3159	0
878	16.01.2006	39	М	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	От 1 до 3 лет	да	14461	262	5759	1
879	16.01.2006	26	Ж	Женат (замужем)	0	Высшее	Наемный работник	От 1 до 3 лет	От 3 до 5 лет	нет	10289	127	3335	0
880	17.01.2006	34	М	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	9689	149	3173	0
881	17.01.2006	23	М	Холост (незамужем)	0	Среднее	Наемный работник	От 1 до 3 лет	От 1 до 3 лет	нет	9638	101	2201	0
882	17.01.2006	25	М	Холост (незамужем)	0	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	24107	291	6414	0
883	17.01.2006	32	М	Другое	1-2	Высшее	Собственное дело	От 1 до 3 лет	От 1 до 3 лет	да	14872	184	4241	0
884	20.01.2006	21	Ж	Холост (незамужем)	0	Среднее	Наемный работник	От 1 до 3 лет	От 1 до 3 лет	нет	7821	77	1724	0
885	20.01.2006	44	М	Женат (замужем)	1-2	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	16165	128	4234	0
886	20.01.2006	39	Ж	Женат (замужем)	1-2	Среднее	Собственное дело	Свыше 5 лет	Свыше 5 лет	да	12944	113	3685	0
887	20.01.2006	29	М	Другое	0	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	21768	155	3302	0
888	20.01.2006	23	М	Холост (незамужем)	0	Среднее	Наемный работник	От 1 до 3 лет	От 1 до 3 лет	да	15172	171	3773	0
889	20.01.2006	47	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	6228	104	2294	0
890	21.01.2006	44	М	Другое	1-2	Высшее	Наемный работник	От 3 до 5 лет	От 3 до 5 лет	да	26051	143	3147	0
891	21.01.2006	35	М	Женат (замужем)	1-2	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	12859	111	3660	0
892	21.01.2006	42	М	Женат (замужем)	3 и более	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	5440	91	2157	0
893	22.01.2006	28	М	Женат (замужем)	0	Среднее	Наемный работник	От 1 до 3 лет	От 1 до 3 лет	нет	10289	119	4063	1
894	22.01.2006	42	М	Женат (замужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	28930	193	6372	0
895	22.01.2006	38	М	Холост (незамужем)	0	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	нет	14144	191	4161	0
896	23.01.2006	40	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	16097	212	4509	0
897	23.01.2006	43	М	Другое	0	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	23824	287	9346	0
898	23.01.2006	34	Ж	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	18024	147	3226	0
899	24.01.2006	36	М	Женат (замужем)	1-2	Высшее	Собственное дело	От 1 до 3 лет	Свыше 5 лет	да	12807	151	3393	1
900	24.01.2006	45	М	Женат (замужем)	0	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	да	12259	138	4554	0
901	24.01.2006	27	М	Холост (незамужем)	0	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	8747	144	3130	0
902	24.01.2006	38	Ж	Женат (замужем)	0	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	20089	141	4840	0
903	24.01.2006	23	М	Холост (незамужем)	0	Среднее	Наемный работник	От 1 до 3 лет	От 3 до 5 лет	да	21117	202	4452	0
904	27.01.2006	32	М	Другое	0	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	12919	197	4537	0
905	27.01.2006	30	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	15686	162	4024	1
906	27.01.2006	39	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	5980	66	2179	0
907	28.01.2006	34	М	Женат (замужем)	1-2	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	8455	127	2702	1
908	28.01.2006	45	Ж	Холост (незамужем)	1-2	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	8772	128	3284	0
909	28.01.2006	50	М	Женат (замужем)	0	Среднее	Собственное дело	От 1 до 3 лет	Свыше 5 лет	нет	19498	229	4982	0
910	28.01.2006	27	М	Женат (замужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	22744	236	5197	1
911	28.01.2006	27	Ж	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	От 3 до 5 лет	нет	11368	59	2909	1
912	28.01.2006	46	М	Женат (замужем)	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	6125	111	2414	0
913	29.01.2006	34	М	Другое	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	34464	240	5412	1
914	29.01.2006	34	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	14632	118	2648	0
915	29.01.2006	28	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	21648	147	7044	0
916	29.01.2006	35	М	Другое	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	13467	146	4814	0
917	29.01.2006	29	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	8130	167	3561	0
918	29.01.2006	27	М	Холост (незамужем)	0	Высшее	Наемный работник	От 3 до 5 лет	От 3 до 5 лет	нет	13004	163	3625	0
919	30.01.2006	43	М	Женат (замужем)	3 и более	Среднее	Собственное дело	менее 1 года	Свыше 5 лет	нет	23704	232	7670	0
920	30.01.2006	25	М	Холост (незамужем)	0	Высшее	Наемный работник	менее 1 года	От 3 до 5 лет	да	12807	176	4933	0
921	30.01.2006	31	Ж	Женат (замужем)	0	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	нет	10588	120	4164	0
922	30.01.2006	49	М	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	19892	257	5853	1
923	30.01.2006	35	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	18230	168	3822	0
924	30.01.2006	24	Ж	Холост (незамужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	8113	92	2035	0
925	01.02.2006	40	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	12379	226	4868	1
926	01.02.2006	23	Ж	Холост (незамужем)	0	Высшее	Наемный работник	менее 1 года	От 3 до 5 лет	да	15309	112	2469	0
927	01.02.2006	28	Ж	Женат (замужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	3658	124	2752	0
928	01.02.2006	30	М	Женат (замужем)	0	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	24424	214	7080	0
929	01.02.2006	32	М	Холост (незамужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	23344	248	8155	1
930	01.02.2006	29	М	Холост (незамужем)	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	8789	141	3222	0
931	01.02.2006	43	М	Другое	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	9766	171	3843	0
932	01.02.2006	34	Ж	Другое	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	9766	148	3515	0
933	01.02.2006	41	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	7650	120	2762	0
934	04.02.2006	39	М	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	8001	128	2914	1
935	04.02.2006	46	М	Женат (замужем)	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	21896	215	7103	0
936	04.02.2006	45	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	14983	164	4189	0
937	04.02.2006	31	Ж	Холост (незамужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	19206	195	6394	0
938	04.02.2006	32	Ж	Холост (незамужем)	0	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	13236	81	1727	0
939	04.02.2006	32	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	15034	90	2073	0
940	04.02.2006	24	Ж	Другое	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	26848	253	5382	1
941	05.02.2006	22	Ж	Холост (незамужем)	0	Высшее	Наемный работник	менее 1 года	От 1 до 3 лет	нет	13073	133	2932	0
942	05.02.2006	35	М	Женат (замужем)	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	18307	193	4336	0
943	05.02.2006	28	Ж	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	12096	87	1936	0
944	05.02.2006	34	М	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	28767	293	10389	0
945	05.02.2006	44	Ж	Холост (незамужем)	0	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	16345	196	4277	1
946	05.02.2006	27	М	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	Менее 1 года	нет	22642	118	3900	0
947	05.02.2006	32	М	Холост (незамужем)	0	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	35963	209	6861	0
948	05.02.2006	28	М	Женат (замужем)	0	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	9149	65	2125	0
949	06.02.2006	28	М	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	От 3 до 5 лет	нет	15608	166	5483	1
950	06.02.2006	23	М	Холост (незамужем)	0	Среднее	Наемный работник	От 1 до 3 лет	От 3 до 5 лет	да	7830	133	3057	0
951	06.02.2006	53	М	Женат (замужем)	0	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	16619	227	4933	0
952	06.02.2006	46	М	Женат (замужем)	1-2	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	12713	174	3822	0
953	06.02.2006	27	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	12105	137	4478	0
954	06.02.2006	28	Ж	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	От 3 до 5 лет	да	13578	248	5406	0
955	06.02.2006	32	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	21262	206	4579	0
956	07.02.2006	23	Ж	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	От 3 до 5 лет	да	19806	132	2807	0
957	07.02.2006	32	М	Женат (замужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	42525	241	8036	0
958	07.02.2006	27	М	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	19626	163	5304	0
959	07.02.2006	26	Ж	Холост (незамужем)	0	Высшее	Наемный работник	менее 1 года	Менее 1 года	нет	11445	145	3376	0
960	07.02.2006	55	М	Женат (замужем)	0	Среднее	Собственное дело	От 3 до 5 лет	От 3 до 5 лет	нет	32708	270	8920	0
961	07.02.2006	41	М	Холост (незамужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	10991	144	3431	0
962	07.02.2006	42	Ж	Женат (замужем)	0	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	да	10914	123	4078	0
963	07.02.2006	31	М	Женат (замужем)	1-2	Среднее	Собственное дело	Свыше 5 лет	Свыше 5 лет	нет	14718	244	5817	0
964	07.02.2006	34	М	Другое	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	13244	124	2722	0
965	07.02.2006	26	М	Холост (незамужем)	0	Высшее	Наемный работник	менее 1 года	От 3 до 5 лет	да	18941	137	4417	0
966	08.02.2006	43	Ж	Другое	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	15703	244	5185	0
967	08.02.2006	41	М	Другое	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	16217	148	3374	0
968	08.02.2006	34	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	18615	147	7161	0
969	08.02.2006	35	М	Холост (незамужем)	0	Высшее	Наемный работник	От 3 до 5 лет	От 3 до 5 лет	нет	10794	146	3279	0
970	08.02.2006	38	М	Другое	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	7847	99	2621	0
971	08.02.2006	35	Ж	Холост (незамужем)	0	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	15446	140	4609	1
972	08.02.2006	44	М	Женат (замужем)	1-2	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	15686	154	5097	0
973	11.02.2006	22	Ж	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	От 3 до 5 лет	да	13895	154	4050	0
974	11.02.2006	39	Ж	Другое	1-2	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	10314	128	2730	1
975	11.02.2006	35	М	Женат (замужем)	1-2	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	27336	199	6733	1
976	11.02.2006	26	М	Холост (незамужем)	0	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	да	7196	114	2510	0
977	11.02.2006	32	М	Другое	1-2	Среднее	Собственное дело	менее 1 года	Свыше 5 лет	да	21202	164	5680	1
978	11.02.2006	33	Ж	Женат (замужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	14846	164	5421	0
979	11.02.2006	37	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	9920	120	3968	0
980	12.02.2006	38	Ж	Женат (замужем)	1-2	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	да	9980	108	3507	0
981	12.02.2006	25	М	Холост (незамужем)	0	Высшее	Наемный работник	менее 1 года	От 3 до 5 лет	да	11591	174	3710	0
982	12.02.2006	46	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	17099	136	4426	0
983	12.02.2006	52	М	Женат (замужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	18461	261	5683	0
984	12.02.2006	39	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	9775	76	2478	0
985	13.02.2006	35	Ж	Женат (замужем)	1-2	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	нет	5868	118	2622	0
986	13.02.2006	41	М	Женат (замужем)	1-2	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	9132	144	3177	0
987	13.02.2006	31	М	Женат (замужем)	0	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	25117	242	8228	0
988	13.02.2006	48	Ж	Женат (замужем)	1-2	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	14272	171	5664	0
