Транзакция	Продукт
75797	Конфеты
75842	Журнал
75887	Мыло
75905	Карандаши
75911	Набор ручек
75932	Зубная паста
75941	Журнал
75941	Зубная паста
75941	Карандаши
75941	Конфеты
75947	Журнал
76037	Зубная паста
76037	Конфеты
76049	Карандаши
76097	Поздравительная открытка
76100	Лекало
76178	Шампунь
76217	Дезодорант
76283	Оберточная бумага
76313	Оберточная бумага
76349	Конфеты
76376	Шампунь
76442	Зубная щетка
76448	Лекало
76448	Парфюм
76649	Зубная паста
76703	Набор ручек
76706	Зубная щетка
76721	Зубная паста
76811	Набор ручек
76817	Карандаши
76886	Журнал
76886	Карта флеш-памяти
76985	Карандаши
77084	Парфюм
77090	Зубная щетка
77090	Карандаши
77090	Поздравительная открытка
77156	Зубная паста
77156	Карандаши
77159	Журнал
77189	Журнал
77189	Карта флеш-памяти
77210	Журнал
77210	Зубная паста
77210	Карта флеш-памяти
77210	Конфеты
77213	Журнал
77309	Парфюм
77315	Мыло
77450	Журнал
77540	Журнал
77540	Парфюм
77582	Парфюм
77684	Зубная щетка
77684	Лекало
77684	Мыло
77711	Лекало
77759	Журнал
77807	Карандаши
77831	Набор ручек
77867	Журнал
77873	Журнал
77873	Поздравительная открытка
77891	Карандаши
77891	Конфеты
78182	Журнал
78212	Конфеты
78230	Конфеты
78305	Поздравительная открытка
78359	Журнал
78428	Фломастеры
78500	Набор ручек
78554	Набор ручек
78638	Набор ручек
78641	Набор ручек
78647	Журнал
78647	Набор ручек
78692	Парфюм
78812	Журнал
78812	Зубная паста
78860	Парфюм
78887	Карта флеш-памяти
78899	Карандаши
78899	Поздравительная открытка
79007	Шампунь
79025	Журнал
79025	Зубная паста
79025	Карандаши
79025	Поздравительная открытка
79028	Журнал
79028	Конфеты
79085	Журнал
79094	Лекало
79163	Конфеты
79217	Журнал
79352	Зубная паста
79352	Карандаши
79352	Конфеты
79352	Набор ручек
79352	Парфюм
79370	Карандаши
79370	Поздравительная открытка
79421	Журнал
79445	Карта флеш-памяти
79550	Оберточная бумага
79616	Шампунь
79619	Шампунь
79739	Парфюм
79874	Лекало
79898	Шампунь
79949	Журнал
80066	Поздравительная открытка
80096	Зубная паста
80195	Конфеты
80210	Набор ручек
80243	Парфюм
80294	Карандаши
80339	Поздравительная открытка
80375	Зубная паста
80384	Журнал
80501	Журнал
80528	Поздравительная открытка
80837	Набор ручек
80909	Аналгетик
81131	Лекало
81137	Журнал
81137	Зубная паста
81137	Конфеты
81137	Парфюм
81137	Поздравительная открытка
81173	Лекало
81275	Зубная щетка
81275	Лекало
81275	Мыло
81308	Набор ручек
81359	Набор ручек
81395	Карандаши
81443	Парфюм
81473	Набор ручек
81533	Карта флеш-памяти
81557	Зубная щетка
81602	Зубная паста
81602	Карандаши
81644	Парфюм
81674	Конфеты
81743	Набор ручек
82031	Зубная щетка
82031	Набор ручек
82085	Набор ручек
82121	Зубная паста
82130	Зубная паста
82196	Конфеты
82238	Парфюм
82247	Журнал
82259	Мыло
82271	Конфеты
82271	Поздравительная открытка
82322	Журнал
82355	Карандаши
82367	Зубная паста
82367	Конфеты
82391	Набор ручек
82397	Набор ручек
82640	Лекало
82661	Конфеты
82748	Шампунь
82868	Зубная паста
82868	Зубная щетка
82868	Оберточная бумага
82868	Шампунь
82928	Зубная паста
82928	Поздравительная открытка
82943	Зубная паста
83066	Парфюм
83072	Набор ручек
83072	Парфюм
83168	Набор ручек
83339	Набор ручек
83387	Парфюм
83411	Конфеты
83558	Зубная паста
83678	Журнал
83720	Журнал
83756	Журнал
83783	Журнал
83882	Журнал
83882	Карта флеш-памяти
83891	Журнал
83948	Зубная паста
84242	Зубная щетка
84254	Набор ручек
84290	Зубная паста
84290	Зубная щетка
84290	Лекало
84290	Шампунь
84302	Журнал
